19747	000000000027	B01	1702270002	0	4	2	101	1151	518,90,-70	-70	0	518	90	NULL	2017-02-27 04:34:01.940	2017-02-27 04:34:34.497	automatic
19748	000000000028	B01	1702270002	0	4	3	130	1003	518,90,155	155	0	518	90	NULL	2017-02-27 04:34:04.027	2017-02-27 04:34:37.157	automatic
19749	000000000029	B01	1702270002	0	4	4	77	1358	518,90,-241	-241	0	518	90	NULL	2017-02-27 04:34:06.073	2017-02-27 04:34:39.863	automatic
19750	000000000030	B01	1702270002	0	4	5	145	1845	518,90,355	355	0	518	90	NULL	2017-02-27 04:34:08.160	2017-02-27 04:34:42.537	automatic
19746	000000000026	B01	1702270002	0	4	6	191	1488	518,90,-388	-388	0	518	90	000000000025	2017-02-27 04:33:59.867	2017-02-27 04:34:39.863	automatic
19744	000000000024	B01	1702270002	0	4	7	135	1039	518,90,570	570	0	518	90	NULL	2017-02-27 04:33:55.670	2017-02-27 04:34:42.537	automatic
19753	000000000033	B01	1702270002	0	5	1	88	1442	699,0,0	0	0	699	0	NULL	2017-02-27 04:34:14.453	2017-02-27 04:34:52.380	automatic
19751	000000000031	B01	1702270002	0	5	2	119	1241	699,0,-70	0	-70	699	0	NULL	2017-02-27 04:34:10.260	2017-02-27 04:34:55.043	automatic
19755	000000000035	B01	1702270002	0	5	3	133	1814	699,0,158	0	158	699	0	NULL	2017-02-27 04:34:18.597	2017-02-27 04:34:57.697	automatic
19756	000000000036	B01	1702270002	0	5	4	73	1482	699,0,-259	0	-259	699	0	NULL	2017-02-27 04:34:20.683	2017-02-27 04:35:01.467	automatic
19752	000000000032	B01	1702270002	0	5	5	119	1931	699,0,361	0	361	699	0	NULL	2017-02-27 04:34:12.347	2017-02-27 04:34:57.697	automatic
19754	000000000034	B01	1702270002	0	5	6	179	1058	699,0,-402	0	-402	699	0	000000000031	2017-02-27 04:34:16.547	2017-02-27 04:35:01.467	automatic
19759	000000000039	B01	1702270002	0	6	1	57	1079	868,90,0	0	0	868	90	NULL	2017-02-27 04:34:26.937	2017-02-27 04:35:09.563	automatic
19757	000000000037	B01	1702270002	0	6	2	88	1898	868,90,-70	-70	0	868	90	NULL	2017-02-27 04:34:22.793	2017-02-27 04:35:13.307	automatic
19758	000000000038	B01	1702270002	0	6	3	141	1804	868,90,211	211	0	868	90	NULL	2017-02-27 04:34:24.867	2017-02-27 04:35:15.960	automatic
19762	000000000042	B01	1702270002	0	6	4	146	1972	868,90,-228	-228	0	868	90	NULL	2017-02-27 04:34:33.210	2017-02-27 04:35:18.640	automatic
19763	000000000043	B01	1702270002	0	6	5	162	1505	868,90,422	422	0	868	90	NULL	2017-02-27 04:34:35.293	2017-02-27 04:35:22.413	automatic
19760	000000000040	B01	1702270002	0	6	6	145	1505	868,90,-444	-444	0	868	90	000000000037	2017-02-27 04:34:29.017	2017-02-27 04:35:18.640	automatic
19761	000000000041	B01	1702270002	0	6	7	178	1910	868,90,654	654	0	868	90	000000000038	2017-02-27 04:34:31.137	2017-02-27 04:35:22.413	automatic
19764	000000000044	B01	1702270002	0	7	1	124	1146	1036,0,0	0	0	1036	0	NULL	2017-02-27 04:34:37.373	2017-02-27 04:35:30.473	automatic
19767	000000000021	B01	1702270002	0	7	2	97	1387	1036,0,-70	0	-70	1036	0	NULL	2017-02-27 04:48:06.027	2017-02-27 04:48:07.270	automatic
19768	000000000022	B01	1702270002	0	7	3	136	1530	1036,0,194	0	194	1036	0	NULL	2017-02-27 04:48:08.130	2017-02-27 04:48:09.960	automatic
19769	000000000046	B01	1702270002	0	7	4	112	1045	1036,0,-237	0	-237	1036	0	NULL	2017-02-27 04:48:56.027	2017-02-27 04:48:58.187	automatic
19770	000000000048	B01	1702270002	0	7	5	145	1659	1036,0,400	0	400	1036	0	NULL	2017-02-27 04:49:00.050	2017-02-27 04:49:00.853	automatic
19771	000000000049	B01	1702270002	0	7	6	127	1514	1036,0,-419	0	-419	1036	0	NULL	2017-02-27 04:49:02.123	2017-02-27 04:49:07.020	automatic
19765	000000000045	B01	1702270002	0	7	7	180	1893	1036,0,615	0	615	1036	0	NULL	2017-02-27 04:34:39.443	2017-02-27 04:49:00.853	automatic
19766	000000000047	B01	1702270002	0	7	8	190	1241	1036,0,-616	0	-616	1036	0	000000000044	2017-02-27 04:34:41.510	2017-02-27 04:49:07.020	automatic
19773	000000000051	B01	1702270004	0	1	1	66	1463	-35,0,0	0	0	-35	0	NULL	2017-02-27 04:49:06.287	2017-02-27 04:49:16.440	automatic
19774	000000000052	B01	1702270004	0	1	2	84	1446	-35,0,-70	0	-70	-35	0	000000000051	2017-02-27 04:49:08.400	2017-02-27 04:49:19.130	automatic
19772	000000000050	B01	1702270004	0	1	3	122	1421	-35,0,192	0	192	-35	0	NULL	2017-02-27 04:49:04.197	2017-02-27 04:49:21.803	automatic
19777	000000000055	B01	1702270004	0	1	4	158	1133	-35,0,-224	0	-224	-35	0	NULL	2017-02-27 04:49:14.683	2017-02-27 04:49:24.447	automatic
19778	000000000056	B01	1702270004	0	1	5	198	1551	-35,0,384	0	384	-35	0	NULL	2017-02-27 04:49:16.773	2017-02-27 04:49:28.207	automatic
19776	000000000054	B01	1702270004	0	1	6	193	1100	-35,0,-452	0	-452	-35	0	000000000050	2017-02-27 04:49:12.570	2017-02-27 04:49:24.447	automatic
19775	000000000053	B01	1702270004	0	1	7	131	1731	-35,0,652	0	652	-35	0	000000000052	2017-02-27 04:49:10.480	2017-02-27 04:49:28.207	automatic
19780	000000000058	B01	1702270004	0	2	1	77	1747	153,90,0	0	0	153	90	NULL	2017-02-27 04:49:20.933	2017-02-27 04:49:37.360	automatic
19782	000000000060	B01	1702270004	0	2	2	78	1662	153,90,-70	-70	0	153	90	NULL	2017-02-27 04:49:25.107	2017-02-27 04:49:40.020	automatic
19783	000000000061	B01	1702270004	0	2	3	181	1913	153,90,147	147	0	153	90	NULL	2017-02-27 04:49:27.193	2017-02-27 04:49:42.670	automatic
19784	000000000062	B01	1702270004	0	2	4	74	1871	153,90,-218	-218	0	153	90	NULL	2017-02-27 04:49:29.277	2017-02-27 04:49:46.447	automatic
19779	000000000057	B01	1702270004	0	2	5	139	1492	153,90,398	398	0	153	90	NULL	2017-02-27 04:49:18.850	2017-02-27 04:49:42.670	automatic
19781	000000000059	B01	1702270004	0	2	6	191	1717	153,90,-362	-362	0	153	90	000000000058	2017-02-27 04:49:23.030	2017-02-27 04:49:46.447	automatic
19785	000000000063	B01	1702270004	0	3	1	97	1076	334,0,0	0	0	334	0	NULL	2017-02-27 04:49:31.380	2017-02-27 04:49:54.530	automatic
19786	000000000064	B01	1702270004	0	3	2	108	1003	334,0,-70	0	-70	334	0	NULL	2017-02-27 04:49:33.473	2017-02-27 04:49:58.460	automatic
19789	000000000067	B01	1702270004	0	3	3	114	1223	334,0,167	0	167	334	0	NULL	2017-02-27 04:49:39.870	2017-02-27 04:50:01.157	automatic
19790	000000000068	B01	1702270004	0	3	4	179	1285	334,0,-248	0	-248	334	0	NULL	2017-02-27 04:49:41.970	2017-02-27 04:50:03.837	automatic
19791	000000000069	B01	1702270004	0	3	5	91	1050	334,0,351	0	351	334	0	NULL	2017-02-27 04:49:44.100	2017-02-27 04:50:06.500	automatic
19788	000000000066	B01	1702270004	0	3	6	198	1343	334,0,-497	0	-497	334	0	000000000064	2017-02-27 04:49:37.743	2017-02-27 04:50:03.837	automatic
19792	000000000071	B01	1702270004	0	3	7	140	1137	334,0,512	0	512	334	0	NULL	2017-02-27 04:49:46.193	2017-02-27 04:50:10.297	automatic
19787	000000000065	B01	1702270004	0	3	9	116	1978	334,0,722	0	722	334	0	000000000063	2017-02-27 04:49:35.570	2017-02-27 04:50:10.297	automatic
19795	000000000074	B01	1702270004	0	4	1	110	1027	522,90,0	0	0	522	90	NULL	2017-02-27 04:49:52.493	2017-02-27 04:50:19.650	automatic
19796	000000000075	B01	1702270004	0	4	2	190	1921	522,90,-70	-70	0	522	90	NULL	2017-02-27 04:49:54.573	2017-02-27 04:50:22.340	automatic
19797	000000000076	B01	1702270004	0	4	3	179	1889	522,90,180	180	0	522	90	NULL	2017-02-27 04:49:56.680	2017-02-27 04:50:24.993	automatic
19794	000000000073	B01	1702270004	0	4	4	128	1182	522,90,-330	-330	0	522	90	NULL	2017-02-27 04:49:50.390	2017-02-27 04:50:22.340	automatic
19793	000000000072	B01	1702270004	0	4	5	190	1834	522,90,429	429	0	522	90	NULL	2017-02-27 04:49:48.287	2017-02-27 04:50:24.993	automatic
19799	000000000078	B01	1702270004	0	5	1	98	1820	702,0,0	0	0	702	0	NULL	2017-02-27 04:50:00.910	2017-02-27 04:50:34.053	automatic
19801	000000000080	B01	1702270004	0	5	2	94	1358	702,0,-70	0	-70	702	0	NULL	2017-02-27 04:50:05.090	2017-02-27 04:50:36.713	automatic
19802	000000000081	B01	1702270004	0	5	3	68	1468	702,0,168	0	168	702	0	NULL	2017-02-27 04:50:07.183	2017-02-27 04:50:40.640	automatic
19803	000000000082	B01	1702270004	0	5	4	101	1951	702,0,-234	0	-234	702	0	NULL	2017-02-27 04:50:09.320	2017-02-27 04:50:43.297	automatic
19804	000000000083	B01	1702270004	0	5	5	148	1741	702,0,306	0	306	702	0	NULL	2017-02-27 04:50:11.427	2017-02-27 04:50:45.940	automatic
19805	000000000084	B01	1702270004	0	5	6	71	1644	702,0,-405	0	-405	702	0	NULL	2017-02-27 04:50:13.550	2017-02-27 04:50:48.613	automatic
19800	000000000079	B01	1702270004	0	5	7	131	1199	702,0,524	0	524	702	0	000000000078	2017-02-27 04:50:03.003	2017-02-27 04:50:45.940	automatic
19798	000000000077	B01	1702270004	0	5	8	156	1799	702,0,-546	0	-546	702	0	NULL	2017-02-27 04:49:58.787	2017-02-27 04:50:48.613	automatic
19806	000000000085	B01	1702270004	0	6	1	68	1372	848,90,0	0	0	848	90	NULL	2017-02-27 04:50:15.690	2017-02-27 04:50:57.710	automatic
19809	000000000088	B01	1702270004	0	6	2	67	1050	848,90,-70	-70	0	848	90	NULL	2017-02-27 04:50:21.980	2017-02-27 04:51:01.657	automatic
19808	000000000087	B01	1702270004	0	6	3	120	1895	848,90,190	190	0	848	90	000000000085	2017-02-27 04:50:19.863	2017-02-27 04:51:04.320	automatic
19811	000000000091	B01	1702270004	0	6	4	108	1984	848,90,-207	-207	0	848	90	NULL	2017-02-27 04:50:26.237	2017-02-27 04:51:07.017	automatic
19812	000000000092	B01	1702270004	0	6	5	120	1292	848,90,380	380	0	848	90	NULL	2017-02-27 04:50:28.323	2017-02-27 04:51:09.707	automatic
19813	000000000093	B01	1702270004	0	6	6	71	1469	848,90,-385	-385	0	848	90	NULL	2017-02-27 04:50:30.413	2017-02-27 04:51:13.463	automatic
19807	000000000086	B01	1702270004	0	6	7	144	1898	848,90,570	570	0	848	90	NULL	2017-02-27 04:50:17.763	2017-02-27 04:51:09.707	automatic
19810	000000000089	B01	1702270004	0	6	8	158	1045	848,90,-526	-526	0	848	90	000000000087	2017-02-27 04:50:24.113	2017-02-27 04:51:13.463	automatic
19816	000000000096	B01	1702270004	0	7	1	52	1606	996,0,0	0	0	996	0	NULL	2017-02-27 04:50:36.677	2017-02-27 04:51:21.477	automatic
19814	000000000094	B01	1702270004	0	7	2	71	1552	996,0,-70	0	-70	996	0	NULL	2017-02-27 04:50:32.503	2017-02-27 04:51:25.220	automatic
19815	000000000095	B01	1702270004	0	7	3	89	1187	996,0,159	0	159	996	0	NULL	2017-02-27 04:50:34.600	2017-02-27 04:51:31.807	automatic
19819	000000000099	B01	1702270004	0	7	4	188	1132	996,0,-211	0	-211	996	0	NULL	2017-02-27 04:50:42.943	2017-02-27 04:51:33.377	automatic
19820	000000000100	B01	1702270004	0	7	5	169	1987	996,0,318	0	318	996	0	NULL	2017-02-27 04:50:45.037	2017-02-27 04:51:34.963	automatic
19817	000000000097	B01	1702270004	0	7	6	152	1661	996,0,-469	0	-469	996	0	000000000094	2017-02-27 04:50:38.753	2017-02-27 04:51:33.377	automatic
19818	000000000098	B01	1702270004	0	7	7	198	1917	996,0,557	0	557	996	0	000000000095	2017-02-27 04:50:40.847	2017-02-27 04:51:34.963	automatic
19822	000000000102	B01	1702270005	0	1	1	55	1756	-35,0,0	0	0	-35	0	NULL	2017-02-27 04:50:49.267	2017-02-27 04:51:42.940	automatic
19821	000000000101	B01	1702270005	0	1	2	76	1779	-35,0,-70	0	-70	-35	0	NULL	2017-02-27 04:50:47.167	2017-02-27 04:51:45.587	automatic
19824	000000000104	B01	1702270005	0	1	3	93	1964	-35,0,163	0	163	-35	0	000000000101	2017-02-27 04:50:53.473	2017-02-27 04:51:49.540	automatic
19826	000000000107	B01	1702270005	0	1	4	64	1495	-35,0,-216	0	-216	-35	0	NULL	2017-02-27 04:50:59.757	2017-02-27 04:51:52.213	automatic
19827	000000000108	B01	1702270005	0	1	5	171	1312	-35,0,326	0	326	-35	0	NULL	2017-02-27 04:51:01.863	2017-02-27 04:51:54.853	automatic
19828	000000000109	B01	1702270005	0	1	6	183	1834	-35,0,-350	0	-350	-35	0	NULL	2017-02-27 04:51:03.953	2017-02-27 04:51:57.517	automatic
19825	000000000105	B01	1702270005	0	1	7	112	1817	-35,0,567	0	567	-35	0	000000000104	2017-02-27 04:50:55.577	2017-02-27 04:51:54.853	automatic
19823	000000000103	B01	1702270005	0	1	8	185	1561	-35,0,-603	0	-603	-35	0	000000000102	2017-02-27 04:50:51.367	2017-02-27 04:51:57.517	automatic
19829	000000000110	B01	1702270005	0	2	1	98	1870	140,90,0	0	0	140	90	NULL	2017-02-27 04:51:06.033	2017-02-27 04:52:06.653	automatic
19831	000000000113	B01	1702270005	0	2	2	121	1958	140,90,-70	-70	0	140	90	000000000110	2017-02-27 04:51:10.220	2017-02-27 04:52:10.600	automatic
19832	000000000114	B01	1702270005	0	2	3	143	1517	140,90,213	213	0	140	90	000000000113	2017-02-27 04:51:12.290	2017-02-27 04:52:13.263	automatic
19834	000000000116	B01	1702270005	0	2	4	186	1553	140,90,-261	-261	0	140	90	NULL	2017-02-27 04:51:16.447	2017-02-27 04:52:15.913	automatic
19835	000000000117	B01	1702270005	0	2	5	195	1983	140,90,426	426	0	140	90	NULL	2017-02-27 04:51:18.557	2017-02-27 04:52:18.587	automatic
19833	000000000115	B01	1702270005	0	2	6	153	1970	140,90,-517	-517	0	140	90	000000000114	2017-02-27 04:51:14.367	2017-02-27 04:52:15.913	automatic
19830	000000000111	B01	1702270005	0	2	7	171	1105	140,90,691	691	0	140	90	NULL	2017-02-27 04:51:08.123	2017-02-27 04:52:18.587	automatic
19837	000000000119	B01	1702270005	0	3	0	180	1612		0	0	0	0	NULL	2017-02-27 04:51:22.753	2017-02-27 04:52:25.023	automatic
19838	000000000120	B01	1702270005	0	3	0	192	1714		0	0	0	0	000000000118	2017-02-27 04:51:24.847	2017-02-27 04:52:27.740	automatic
19836	000000000118	B01	1702270005	0	3	1	88	1735	325,0,0	0	0	325	0	NULL	2017-02-27 04:51:20.643	2017-02-27 04:52:27.740	automatic
19839	000000000121	B01	1702270005	0	3	2	108	1581	325,0,-70	0	-70	325	0	NULL	2017-02-27 04:51:26.977	2017-02-27 04:52:30.410	automatic
